IdFilm,Titre,Genres
6710,Dummy (2002),ComÈdie|Drame|Romance
6711,Lost in Translation (2003),ComÈdie|Drame|Romance
6713,Millennium Actress (Sennen joy√ª) (2001),Animation|Drame|Romance
6715,Enfants of the Night (1991),Horreur
6718,Gotcha! (1985),ComÈdie
6720,Kuffs (1992),Action|ComÈdie|Crime
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Aventure|Drame
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action
6724,Paper Moon (1973),ComÈdie|Crime|Drame
6731,Day of the Dead (1985),Horreur|Sci-Fi|Thriller
6732,"Hello, Dolly! (1969)",ComÈdie|Musicale|Romance
6734,Memoirs of an Invisible Man (1992),ComÈdie|Romance|Sci-Fi|Thriller
6744,Once Bitten (1985),ComÈdie|Horreur
6746,Squirm (1976),Horreur|Romance
6748,"Brood, The (1979)",Horreur
6750,Anything Else (2003),ComÈdie|Drame|Romance
6751,Cold Creek Manor (2003),Drame|Thriller
6752,"Fighting Temptations, The (2003)",Drame
6753,Secondhand Lions (2003),Enfants|ComÈdie|Drame
6754,Underworld (2003),Action|Fantaisie|Horreur
6755,Bubba Ho-tep (2002),ComÈdie|Horreur
6760,In This World (2002),Aventure|Drame
6763,Duplex (2003),ComÈdie|Crime
6764,"Rundown, The (2003)",Action|Aventure|ComÈdie
6765,Under the Tuscan Sun (2003),ComÈdie|Drame|Romance
6768,Luther (2003),Drame
6769,Mambo Italiano (2003),ComÈdie
6770,My Life Without Me (2003),Drame|Romance
6772,To Be and to Have (√ätre et avoir) (2002),Documentaire
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|ComÈdie|Fantaisie
6774,Videodrome (1983),Fantaisie|Horreur|Sci-Fi|Thriller
6775,Life and Debt (2001),Documentaire
6776,Lagaan: Once Upon a Time in India (2001),ComÈdie|Drame|Musicale|Romance
6777,Judgment at Nuremberg (1961),Drame
6780,"Brief History of Time, A (1991)",Documentaire
6782,Leningrad Cowboys Go America (1989),ComÈdie|Musicale
6783,"Rules of the Game, The (La r√®gle du jeu) (1939)",ComÈdie|Drame
6785,Seven Brides for Seven Brothers (1954),ComÈdie|Musicale|Romance|Occidentale
6786,Kiss of the Spider Woman (1985),Drame
6787,All the President's Men (1976),Drame|Thriller
6788,Angie (1994),ComÈdie|Drame|Romance
6789,"Apartment, The (Appartement, L') (1996)",Drame|MystËre|Romance
6790,Avalon (2001),Drame|Fantaisie|Sci-Fi
6791,Babette's Feast (Babettes g√¶stebud) (1987),Drame
6793,Beethoven (1992),Enfants|ComÈdie|Drame
6794,Beethoven's 2nd (1993),Enfants|ComÈdie
6796,Boyz N the Hood (1991),Crime|Drame
6797,Bugsy (1991),Crime|Drame
6798,Bugsy Malone (1976),Enfants|ComÈdie|Crime|Musicale
6800,Cobra (1986),Action|Crime
6803,Phenomena (a.k.a. Creepers) (1985),Horreur|MystËre|Thriller
6804,Crimewave (1985),ComÈdie|Crime
6807,Monty Python's The Meaning of Life (1983),ComÈdie
6808,Where Eagles Dare (1968),Action|Aventure|Guerre
6809,Tightrope (1984),Thriller
6810,Sleeping with the Enemy (1991),Drame|Thriller
6811,PCU (1994),ComÈdie
6812,"Rookie, The (1990)",Action|ComÈdie|Thriller
6814,City Heat (1984),Action|ComÈdie
6816,Three O'Clock High (1987),ComÈdie
6817,"White Hunter, Black Heart (1990)",Aventure|Drame
6818,Come and See (Idi i smotri) (1985),Drame|Guerre
6820,Ginger Snaps (2000),Drame|Horreur|Thriller
6821,More American Graffiti (1979),ComÈdie
6827,It's Pat (1994),ComÈdie
6832,Regarding Henry (1991),Drame
6835,Alien Contamination (1980),Action|Horreur|Sci-Fi
6836,"Amazing Transparent Man, The (1960)",Sci-Fi
6837,Love Affair (1939),ComÈdie|Drame|Romance
6849,Scrooge (1970),Drame|Fantaisie|Musicale
6850,Leap of Faith (1992),ComÈdie|Drame
6851,"Gas, Food, Lodging (1992)",Drame|Romance
6852,In Cold Blood (1967),Crime|Drame
6853,Campus Man (1987),ComÈdie
6856,Yankee Doodle Dandy (1942),Drame|Musicale
6857,Ninja Scroll (J√ªbei ninp√ªch√¥) (1995),Action|Aventure|Animation|Fantaisie
6858,Knife in the Water (N√≥z w wodzie) (1962),Drame
6860,Mobsters (1991),Crime|Drame
6862,Out of Time (2003),Crime|Drame|Thriller
6863,School of Rock (2003),ComÈdie|Musicale
6867,"Station Agent, The (2003)",ComÈdie|Drame
6868,Wonderland (2003),Crime|Drame|MystËre|Thriller
6869,Bus 174 (√înibus 174) (2002),Crime|Documentaire
6870,Mystic River (2003),Crime|Drame|MystËre
6872,"House of the Dead, The (2003)",Action|Horreur
6873,Intolerable Cruelty (2003),ComÈdie|Romance
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6879,Runaway Jury (2003),Drame|Thriller
6880,"Texas Chainsaw Massacre, The (2003)",Horreur
6881,Pieces of April (2003),ComÈdie|Drame
6882,Returner (Ritaanaa) (2002),Action|Aventure|Sci-Fi
6883,Sylvia (2003),Drame|Romance
6884,Veronica Guerin (2003),Crime|Drame|Thriller
6885,In the Cut (2003),Crime|Drame|MystËre|Romance|Thriller
6886,Beyond Borders (2003),Drame|Romance|Guerre
6887,Radio (2003),Drame
6888,Scary Movie 3 (2003),ComÈdie|Horreur
6889,Brother Bear (2003),Aventure|Animation|Enfants
6890,Elephant (2003),Drame
6893,"Italian Job, The (1969)",Action|ComÈdie|Crime
6898,Sweet Sixteen (2002),Drame
6899,Alien from L.A. (1988),Sci-Fi
6902,Interstate 60 (2002),Aventure|ComÈdie|Drame|Fantaisie|MystËre|Sci-Fi|Thriller
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller
6911,"Jolson Story, The (1946)",Musicale
6912,You'll Never Get Rich (1941),ComÈdie|Musicale|Romance
6918,"Unvanquished, The (Aparajito) (1957)",Drame
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller
6927,"Human Stain, The (2003)",Drame|Romance|Thriller
6932,Shattered Glass (2003),Crime|Drame
6934,"Matrix Revolutions, The (2003)",Action|Aventure|Sci-Fi|Thriller|IMAX
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentaire
6936,Elf (2003),Enfants|ComÈdie|Fantaisie
6938,Billabong Odyssey (2003),Documentaire
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drame|Romance
6942,Love Actually (2003),ComÈdie|Drame|Romance
6944,Father of the Bride (1991),ComÈdie
6945,My Architect: A Son's Journey (2003),Documentaire
6946,Looney Tunes: Back in Action (2003),Action|Animation|Enfants|Fantaisie
6947,Master and Commander: The Far Side of the World (2003),Aventure|Drame|Guerre
6948,Tupac: Resurrection (2003),Documentaire
6949,"Big Empty, The (2003)",ComÈdie|MystËre|Sci-Fi
6950,"Missing, The (2003)",Aventure|Thriller|Occidentale
6951,"Cat in the Hat, The (2003)",Enfants|ComÈdie
6952,Gothika (2003),Horreur|Thriller
6953,21 Grams (2003),Crime|Drame|MystËre|Romance|Thriller
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",ComÈdie|Crime|Drame|MystËre|Romance
6957,Bad Santa (2003),ComÈdie|Crime
6958,"Haunted Mansion, The (2003)",Enfants|ComÈdie|Fantaisie|Horreur
6959,Timeline (2003),Action|Aventure|Sci-Fi
6961,Damage (Fatale) (1992),Drame
6962,OT: Our Town (2002),Documentaire
6963,Devil's Playground (2002),Documentaire
6965,Journeys with George (2002),Documentaire
6966,Darkman (1990),Action|Crime|Fantaisie|Sci-Fi|Thriller
6967,Dead of Night (1945),Horreur|MystËre
6969,"Dernier Combat, Le (Last Battle, The) (1983)",Drame|Sci-Fi
6970,Desk Set (1957),ComÈdie|Romance
6971,Europa (Zentropa) (1991),Drame|Thriller
6973,Final Analysis (1992),Drame|Romance|Thriller
6974,"Freshman, The (1990)",ComÈdie|Crime
6975,Funny Games (1997),Drame|Horreur|Thriller
6978,Slacker (1991),ComÈdie|Drame
6979,GuerreGames (1983),Drame|Sci-Fi|Thriller
6981,"Ordet (Word, The) (1955)",Drame
6982,Forbidden Games (Jeux interdits) (1952),Drame|Guerre
6983,Jane Eyre (1944),Drame|Romance
6984,"Tale of Two Cities, A (1935)",Drame
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drame
6986,Ben-Hur: A Tale of the Christ (1925),Aventure|Drame|Romance
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime|Fantaisie|Horreur
6989,Gorky Park (1983),Crime|Drame|Thriller
6990,The Great Train Robbery (1978),Action|Aventure|ComÈdie|Crime|Drame
6992,Guarding Tess (1994),ComÈdie|Drame
6993,Hannah and Her Sisters (1986),ComÈdie|Drame|Romance
6994,"Hard Way, The (1991)",Action|ComÈdie
6996,Highlander II: The Quickening (1991),Action|Sci-Fi
6997,Hoffa (1992),Crime|Drame
6998,House of Cards (1993),Drame
6999,Housesitter (1992),ComÈdie|Romance
7000,Hudson Hawk (1991),Action|Aventure|ComÈdie
7001,Invasion of the Body Snatchers (1978),Horreur|MystËre|Sci-Fi|Thriller
7004,Kindergarten Cop (1990),Action|ComÈdie|Crime|Thriller
7005,King Ralph (1991),ComÈdie
7007,"Last Boy Scout, The (1991)",Action|ComÈdie|Crime|Drame|Thriller
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drame|Romance
7009,Lorenzo's Oil (1992),Drame
7010,"Lover, The (Amant, L') (1992)",Drame|Romance
7012,Mr. Destiny (1990),ComÈdie|Fantaisie
7013,"Night of the Hunter, The (1955)",Drame|Film-Noir|Thriller
7015,Only the Lonely (1991),ComÈdie|Romance
7016,Over the Top (1987),Action|Drame
7017,Passenger 57 (1992),Action|Thriller
7018,Presumed Innocent (1990),Crime|Drame|Thriller
7019,Project X (1987),ComÈdie|Drame
7020,Proof (1991),ComÈdie|Drame|Romance
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drame|Horreur|Thriller
7023,"Wedding Banquet, The (Xi yan) (1993)",ComÈdie|Drame|Romance
7024,"Salo, or The 120 Days of Sodom (Sal√≤ o le 120 giornate di Sodoma) (1976)",Drame
7025,"Midnight Clear, A (1992)",Drame|Guerre
7026,Summer School (1987),ComÈdie
7027,Silverado (1985),Action|Occidentale
7028,Quick Change (1990),ComÈdie|Crime
7030,Radio Flyer (1992),Drame
7031,"Real McCoy, The (1993)",Action|Crime|Drame|Thriller
7032,Revenge (1990),Drame|Romance|Thriller
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",ComÈdie|Romance
7034,Show Me Love (Fucking √Öm√•l) (1998),Drame|Romance
7036,Teen Wolf (1985),ComÈdie|Fantaisie
7037,High Heels (Tacones lejanos) (1991),ComÈdie|Drame
7038,Things You Can Tell Just by Looking at Her (2000),Drame|Romance
7040,To Live and Die in L.A. (1985),Action|Crime|Drame|Thriller
7041,Trapped in Paradise (1994),ComÈdie|Crime
7044,Wild at Heart (1990),Crime|Drame|MystËre|Romance|Thriller
7045,"Witches, The (1990)",Enfants|Fantaisie
7046,"Witches of Eastwick, The (1987)",ComÈdie|Fantaisie|Horreur|Thriller
7047,Year of the Dragon (1985),Action|Crime|Drame
7048,Nothing to Lose (1997),Action|Aventure|ComÈdie|Crime
7049,Flying Down to Rio (1933),ComÈdie|Musicale|Romance
7050,Follow the Fleet (1936),ComÈdie|Musicale|Romance
7051,"What's New, Pussycat (1965)",ComÈdie
7052,Mary of Scotland (1936),Drame
7053,Roberta (1935),ComÈdie|Musicale|Romance
7054,Little Women (1949),Drame
7055,Swing Time (1936),ComÈdie|Musicale|Romance
7056,"Public Enemy, The (1931)",Action|Crime|Drame
7057,"Midsummer Night's Dream, A (1935)",ComÈdie|Fantaisie|Romance
7058,Life with Father (1947),ComÈdie
7059,National Velvet (1944),Enfants|Drame
7060,Jesus Christ Superstar (1973),Drame|Musicale
7061,Dark Victory (1939),Drame|Romance
7062,Birdman of Alcatraz (1962),Drame
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Aventure|Drame
7064,Beauty and the Beast (La belle et la b√™te) (1946),Drame|Fantaisie
7065,"Birth of a Nation, The (1915)",Drame|Guerre
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),ComÈdie|Drame|Fantaisie|Romance
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drame
7070,Red River (1948),Action|Aventure|Occidentale
7071,"Woman Under the Influence, A (1974)",Drame
7072,Stagecoach (1939),Action|Drame|Romance|Occidentale
7073,"Shot in the Dark, A (1964)",ComÈdie|Crime|MystËre
7074,"Navigator, The (1924)",ComÈdie
7075,"Court Jester, The (1956)",Aventure|ComÈdie|Musicale
7076,Bullitt (1968),Action|Crime|Drame|Thriller
7078,Jezebel (1938),Drame
7079,"Hunchback of Notre Dame, The (1939)",Drame
7080,42nd Street (1933),Drame|Musicale|Romance
7082,That Touch of Mink (1962),ComÈdie|Romance
7083,Sweet Dreams (1985),Drame
7084,"Play It Again, Sam (1972)",ComÈdie|Romance
7085,Send Me No Flowers (1964),ComÈdie|Romance
7086,Pygmalion (1938),ComÈdie|Drame
7087,"Passage to India, A (1984)",Aventure|Drame
7088,Black Orpheus (Orfeu Negro) (1959),Drame|Romance
7089,Amarcord (1973),ComÈdie|Drame
7090,Hero (Ying xiong) (2002),Action|Aventure|Drame
7091,Horse Feathers (1932),ComÈdie
7092,Anna Karenina (1935),Drame|Romance
7093,"Front Page, The (1974)",ComÈdie
7096,Rivers and Tides (2001),Documentaire
7099,Nausica√§ of the Valley of the Wind (Kaze no tani no Naushika) (1984),Aventure|Animation|Drame|Fantaisie|Sci-Fi
7101,Doc Hollywood (1991),ComÈdie|Romance
7102,Dragnet (1987),ComÈdie|Crime|Drame
7103,Madhouse (1990),ComÈdie
7104,1941 (1979),ComÈdie|Guerre
7107,Foul Play (1978),ComÈdie|Thriller
7108,Crime Story (Zhong an zu) (1993),Action|Crime|Drame
7109,Beyond the Clouds (Al di l√† delle nuvole) (1996),Drame|Romance
7114,"Collector, The (1965)",Drame|Horreur|Thriller
7115,Deep Red (Profondo rosso) (1975),Horreur|MystËre|Thriller
7116,Diabolique (Les diaboliques) (1955),Horreur|MystËre|Thriller
7117,Leprechaun (1993),ComÈdie|Horreur
7118,Wings of Honneamise (√îritsu uch√ªgun Oneamisu no tsubasa) (1987),Animation|Drame|Sci-Fi|Guerre
7121,Adam's Rib (1949),ComÈdie|Romance
7122,King of Hearts (1966),ComÈdie|Drame|Guerre
7123,Naked Lunch (1991),Drame|Fantaisie|MystËre|Sci-Fi
7124,Grass (1999),Documentaire
7125,Spring ForGuerred (1999),Drame
7127,Run (1991),Action|Drame|Thriller
7131,"Summer Place, A (1959)",Drame
7132,"Night at the Opera, A (1935)",ComÈdie|Musicale|Romance
7134,"Element of Crime, The (Forbrydelsens Element) (1984)",Drame|Thriller
7137,"Cooler, The (2003)",ComÈdie|Drame|Romance
7139,In America (2002),Drame|Romance
7141,My Flesh and Blood (2003),Documentaire
7142,Honey (2003),Drame|Romance
7143,"Last Samurai, The (2003)",Action|Aventure|Drame|Guerre
7147,Big Fish (2003),Drame|Fantaisie|Romance
7149,Something's Gotta Give (2003),ComÈdie|Drame|Romance
7150,Stuck on You (2003),ComÈdie
7151,Girl with a Pearl Earring (2003),Drame|Romance
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Aventure|Drame|Fantaisie
7154,Mona Lisa Smile (2003),Drame|Romance
7155,Calendar Girls (2003),ComÈdie
7156,"Fog of Guerre: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentaire|Guerre
7158,House of Sand and Fog (2003),Drame
7160,Monster (2003),Crime|Drame
7161,Cheaper by the Dozen (2003),Enfants|ComÈdie
7162,Cold Mountain (2003),Drame|Romance|Guerre
7163,Paycheck (2003),Action|Sci-Fi|Thriller
7164,Peter Pan (2003),Action|Aventure|Enfants|Fantaisie
7165,"Company, The (2003)",Drame|Musicale
7167,Japanese Story (2003),Drame
7169,Chasing Liberty (2004),ComÈdie|Romance
7171,Aileen: Life and Death of a Serial Killer (2003),Documentaire
7173,Along Came Polly (2004),ComÈdie|Romance
7175,Torque (2004),Action|Crime
7176,Crimson Gold (Talaye sorgh) (2003),Drame
7177,Osama (2003),Drame
7178,"Great Gatsby, The (1974)",Drame
7179,Wuthering Heights (1992),Drame|Romance
7181,Ship of Fools (1965),Drame
7184,This Property is Condemned (1966),Drame|Romance
7190,Jane Eyre (1970),Drame
7191,Blame It on the Bellboy (1992),ComÈdie
7192,Only the Strong (1993),Action
7193,"Aventures of Ford Fairlane, The (1990)",Action|ComÈdie
7202,Beyond Re-Animator (2003),Horreur
7205,"Wind and the Lion, The (1975)",Aventure
7206,Mon Oncle (My Uncle) (1958),ComÈdie
7208,Dr. Jekyll and Mr. Hyde (1941),Drame|Horreur
7209,"M. Hulot‚Äôs Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",ComÈdie
7211,People Will Talk (1951),ComÈdie|Romance
7212,I Was a Male Guerre Bride (1949),ComÈdie|Romance
7215,To Have and Have Not (1944),Aventure|Drame|Romance|Thriller|Guerre
7216,High Sierra (1941),Crime|Drame|Film-Noir|Thriller
7217,Dark Passage (1947),Crime|Drame|Film-Noir|Romance|Thriller
7218,"Ox-Bow Incident, The (1943)",Drame|Occidentale
7219,They Drive by Night (1940),Drame
7222,Reefer Madness (a.k.a. Tell Your Enfants) (1938),ComÈdie|Drame
7223,D.O.A. (1950),Drame|Film-Noir|MystËre
7225,Pumping Iron (1977),Documentaire
7228,Cool World (1992),Animation|ComÈdie|Fantaisie
7234,"Strada, La (1954)",Drame
7235,Ichi the Killer (Koroshiya 1) (2001),Action|ComÈdie|Crime|Drame|Horreur|Thriller
7236,"Boy and His Dog, A (1975)",Sci-Fi
7238,Ashes and Diamonds (Popi√≥l i diament) (1958),Drame|Guerre
7243,Intolerance: Love's Struggle Throughout the Ages (1916),Drame
7245,Tormented (1960),Horreur|Thriller
7247,Chitty Chitty Bang Bang (1968),Aventure|Enfants|ComÈdie|Fantaisie|Musicale
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",Action|Aventure|Drame|Guerre
7251,Where the Day Takes You (1992),Drame
7254,The Butterfly Effect (2004),Drame|Sci-Fi|Thriller
7255,Win a Date with Tad Hamilton! (2004),ComÈdie|Romance
7256,Touching the Void (2003),Aventure|Documentaire
7257,"Big Bounce, The (2004)",ComÈdie|Crime|Thriller
7258,"Perfect Score, The (2004)",ComÈdie|Crime
7259,You Got Served (2004),Drame|Musicale
7260,Latter Days (2003),ComÈdie|Drame|Romance
7261,Barbershop 2: Back in Business (2004),ComÈdie
7262,Catch That Kid (2004),Action|Aventure|Enfants|ComÈdie|Crime
7263,Miracle (2004),Drame
7264,An Amazing Couple (2002),ComÈdie|Romance
7265,"Dreamers, The (2003)",Drame
7266,"Lost Skeleton of Cadavra, The (2002)",ComÈdie|Horreur|Sci-Fi
7282,"Hip Hop Witch, Da (2000)",ComÈdie|Horreur|Thriller
7285,Thirteen (2003),Drame
7292,Best Defense (1984),ComÈdie|Guerre
7293,50 First Dates (2004),ComÈdie|Romance
7294,Welcome to Mooseport (2004),ComÈdie
7297,Kitchen Stories (Salmer fra kj√∏kkenet) (2003),ComÈdie|Drame
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drame
7301,Diary of a Country Priest (Journal d'un cur√© de campagne) (1951),Drame
7302,"Thief of Bagdad, The (1924)",Action|Aventure|Fantaisie
7303,The Diary of Anne Frank (1959),Drame|Guerre
7304,Allegro non troppo (1977),Animation|ComÈdie|Fantaisie|Musicale
7305,Black Widow (1987),Crime|Drame|MystËre|Thriller
7306,"Herod's Law (Ley de Herodes, La) (2000)",ComÈdie|Crime|MystËre
7307,Flesh & Blood (1985),Action|Aventure|Drame|Guerre
7308,King Solomon's Mines (1985),Aventure|ComÈdie
7310,Raw Deal (1986),Action
7311,"Goodbye, Mr. Chips (1939)",Drame|Romance
7312,"Follow Me, Boys! (1966)",ComÈdie|Drame
7315,Against the Ropes (2004),ComÈdie|Drame
7316,Confessions of a Teenage Drame Queen (2004),ComÈdie
7317,EuroTrip (2004),Aventure|ComÈdie
7318,"Passion of the Christ, The (2004)",Drame
7319,Club Dread (2004),ComÈdie|Horreur
7320,Dirty Dancing: Havana Nights (2004),Romance
7321,Twisted (2004),Thriller
7323,"Good bye, Lenin! (2003)",ComÈdie|Drame
7324,Hidalgo (2004),Aventure|Drame
7325,Starsky & Hutch (2004),Action|ComÈdie|Crime|Thriller
7326,"Reckoning, The (2004)",Crime|Drame
7327,Persona (1966),Drame
7328,"Passion of Anna, The (Passion, En) (1969)",Drame
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drame|Thriller
7335,Pickup on South Street (1953),Film-Noir
7336,"Damned, The (La Caduta degli dei) (1969)",Drame|Guerre
7340,Just One of the Guys (1985),ComÈdie
7344,"Wrong Arm of the Law, The (1963)",ComÈdie|Crime
7345,Agent Cody Banks 2: Destination London (2004),Action|Aventure|Enfants|ComÈdie
7346,"Girl Next Door, The (2004)",ComÈdie|Romance
7347,Secret Window (2004),MystËre|Thriller
7348,Spartan (2004),Thriller
7349,Broken Wings (Knafayim Shvurot) (2002),Drame
7352,Wilbur Wants to Kill Himself (2002),ComÈdie|Drame|Romance
7354,Mad Dog and Glory (1993),ComÈdie|Drame|Romance
7357,Peyton Place (1957),Drame|Romance
7360,Dawn of the Dead (2004),Action|Drame|Horreur|Thriller
7361,Eternal Sunshine of the Spotless Mind (2004),Drame|Romance|Sci-Fi
7362,Taking Lives (2004),Crime|Drame|Thriller
7364,Intermission (2003),ComÈdie|Crime|Drame
7366,Jersey Girl (2004),ComÈdie|Drame|Romance
7367,"Ladykillers, The (2004)",ComÈdie|Crime
7368,Never Die Alone (2004),Crime|Drame|Thriller
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Aventure|Enfants|ComÈdie|MystËre
7371,Dogville (2003),Drame|MystËre|Thriller
7372,Ned Kelly (2003),Drame
7373,Hellboy (2004),Action|Aventure|Fantaisie|Horreur
7375,"Prince & Me, The (2004)",ComÈdie|Romance
7376,Walking Tall (2004),Action
7377,"United States of Leland, The (2003)",Crime|Drame
7379,The Alamo (2004),Drame|Guerre|Occidentale
7380,Ella Enchanted (2004),ComÈdie|Fantaisie|Romance
7381,"Whole Ten Yards, The (2004)",Action|ComÈdie|Crime
7382,I'm Not Scared (Io non ho paura) (2003),Drame|MystËre|Thriller
7386,"Ten Commandments, The (1956)",Aventure|Drame
7387,Dawn of the Dead (1978),Action|Drame|Horreur
7390,Prey for Rock & Roll (2003),Drame|Musicale
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Aventure|ComÈdie
7395,Cheaper by the Dozen (1950),ComÈdie|Drame
7396,Scenes From a Marriage (Scener ur ett √§ktenskap) (1973),Drame
7411,Munchies (1987),ComÈdie|Horreur
7414,Going in Style (1979),ComÈdie|Drame
7419,After Hours (1985),ComÈdie|Thriller
7438,Kill Bill: Vol. 2 (2004),Action|Drame|Thriller
7439,"Punisher, The (2004)",Action|Crime|Thriller
7440,Paper Clips (2004),Documentaire
7443,This So-Called Disaster (2003),Documentaire
7444,13 Going on 30 (2004),ComÈdie|Fantaisie|Romance
7445,Man on Fire (2004),Action|Crime|Drame|MystËre|Thriller
7448,Envy (2004),ComÈdie
7449,Godsend (2004),Drame|Horreur|Thriller
7450,Laws of Attraction (2004),ComÈdie|Romance
7451,Mean Girls (2004),ComÈdie
7454,Van Helsing (2004),Action|Aventure|Fantaisie|Horreur
7455,"Mudge Boy, The (2003)",Drame
7457,Breakin' All the Rules (2004),ComÈdie|Romance
7458,Troy (2004),Action|Aventure|Drame|Guerre
7459,Carandiru (2003),Crime|Drame
7460,Coffee and Cigarettes (2003),ComÈdie|Drame
7477,Eye See You (D-Tox) (2002),Horreur|Thriller
7479,Watch on the Rhine (1943),Drame
7481,Enemy Mine (1985),Aventure|Drame|Sci-Fi
7482,Enter the Dragon (1973),Action|Crime
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Drame|Romance
7487,Henry & June (1990),Drame
7492,Martin (1977),Drame|Horreur
7493,"Three Faces of Eve, The (1957)",Drame
7541,100 Girls (2000),ComÈdie|Romance
7560,Fail-Safe (1964),Drame|Thriller|Guerre
7561,Paperhouse (1988),Fantaisie|Horreur|Thriller
7562,Dobermann (1997),Action|Crime
7564,Kwaidan (Kaidan) (1964),Horreur
7566,28 Up (1985),Documentaire
7569,You Only Live Twice (1967),Action|Aventure|Sci-Fi|Thriller
7570,Octopussy (1983),Action|Aventure|Thriller
7572,Wit (2001),Drame
7573,Never Say Never Again (1983),Action|Aventure|Thriller
7579,Pride and Prejudice (1940),ComÈdie|Drame|Romance
7581,"Fountainhead, The (1949)",Drame
7584,Woman of the Year (1942),ComÈdie|Romance
7587,"Samoura√Ø, Le (Godson, The) (1967)",Crime|Drame|Thriller
7614,Oklahoma! (1955),Musicale|Romance|Occidentale
7615,Desert Hearts (1985),Drame
7616,Body Double (1984),MystËre|Thriller
7618,Chaplin (1992),Drame
7619,"Miracle Worker, The (1962)",Drame
7620,Monster in a Box (1992),ComÈdie|Drame
7624,School Ties (1992),Drame
7636,Raising Cain (1992),Horreur|Thriller
7646,Rose Red (2002),Horreur|MystËre|Thriller
7647,Noises Off... (1992),ComÈdie
7649,Babylon 5: In the Beginning (1998),Aventure|Sci-Fi
7650,"Witchfinder General (Conquerer Worm, The) (1968)",Horreur
7657,Versus (2000),Action|ComÈdie|Fantaisie|Horreur
7669,Pride and Prejudice (1995),Drame|Romance
7698,"China Syndrome, The (1979)",Drame|Thriller
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Aventure|Drame|Thriller
7701,Look Who's Talking Too (1990),ComÈdie|Romance
7702,"Bells of St. Mary's, The (1945)",Drame
7704,"Delta Force, The (1986)",Action
7705,Pat and Mike (1952),ComÈdie|Romance
7706,Animal Crackers (1930),ComÈdie|Musicale
7707,"He Said, She Said (1991)",ComÈdie|Drame|Romance
7708,Bedazzled (1967),ComÈdie|Fantaisie
7713,Cat People (1942),Drame|Horreur|Romance|Thriller
7714,Camelot (1967),Drame|Musicale|Romance
7716,"Lonely Guy, The (1984)",ComÈdie
7720,"Four Musketeers, The (1974)",Action|Aventure|ComÈdie|Romance
7727,Protocol (1984),ComÈdie
7728,"Postman Always Rings Twice, The (1946)",Crime|Drame|Film-Noir|Thriller
7730,Matinee (1993),ComÈdie|Drame
7742,Baxter (1989),Drame|Horreur
7743,Explorers (1985),Aventure|Enfants|Sci-Fi
7745,"Scent of Green Papaya, The (M√πi du du xhan - L'odeur de la papaye verte) (1993)",Drame
7748,Pierrot le fou (1965),Crime|Drame
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drame
7753,Tuesdays with Morrie (1999),Drame
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drame|Guerre
7757,Jason and the Argonauts (1963),Action|Aventure|Fantaisie
7762,"Tinker, Tailor, Soldier, Spy (1979)",Drame|Thriller
7766,Throne of Blood (Kumonosu j√¥) (1957),Action|Drame|Thriller|Guerre
7767,"Best of Youth, The (La meglio giovent√π) (2003)",Drame
7772,Undercurrent (1946),Film-Noir|Thriller
7773,"Bang, Bang, You're Dead (2002)",Drame
7781,Twister (1990),ComÈdie
7782,Sniper (1993),Action|Drame
7786,Genghis Blues (1999),Documentaire
